target,gender,match_id,home_team,away_team,sportsbook_line,prediction,actual,edge,bet,bet_hit,profit,roi_pct
q3_total,women,15617136,Pantterit (F),Espoo Basket Team II,39.0,21.6,40,-17.4,UNDER,False,-1,-100
q3_total,men_or_open,15408377,ACS Total Sport Bucuresti,ACS Cuza Pirates Braila,39.0,29.6,28,-9.4,UNDER,True,0.91,91.0
q3_total,women,15617114,Leppavaaran Pyrinto,Helsingin NMKY,39.0,19.0,31,-20.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15408376,CS Universitar Ploiesti,CSU Brasov,39.0,25.9,25,-13.1,UNDER,True,0.91,91.0
q3_total,women,15617113,Catz Lappeenranta,Team Lem Kem,39.0,19.5,24,-19.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15408373,CSU Stiinta Bucuresti,CS Politehnica Ia?i,39.0,28.6,56,-10.4,UNDER,False,-1,-100
q3_total,women,15617108,Salon Vilpas,Jyvaskyla Basketball Academy,39.0,19.8,30,-19.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15366284,Clube Basket Queluz,AD Galomar,39.0,25.1,33,-13.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14775134,CSM Baschet Petrolul Ploie?ti,FC Arge? Basketball,39.0,28.9,36,-10.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14602696,Porto,CA Queluz,39.0,36.3,38,-2.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15408372,CS Universitar Targoviste,Universitatea Cluj-Napoca,39.0,24.5,42,-14.5,UNDER,False,-1,-100
q3_total,men_or_open,14537998,Manchester Basketball,Leicester Riders,39.0,28.9,41,-10.1,UNDER,False,-1,-100
q3_total,women,15408371,Budivelnyk Kyiv,BC Vinnytski Blyskavky,39.0,19.3,46,-19.7,UNDER,False,-1,-100
q3_total,men_or_open,14531093,Starwings Basket,Lugano Tigers,39.0,29.6,54,-9.4,UNDER,False,-1,-100
q3_total,women,15408122,Aulnoye,Le Havre,39.0,18.8,27,-20.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14531091,Pully Lausanne Foxes,BBC Nyon,39.0,28.6,36,-10.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14456419,Basket Pozna?,?ubry Bia?ystok,39.0,26.5,44,-12.5,UNDER,False,-1,-100
q3_total,women,15408121,Graffenstaden,Saint-Amand Hainaut Basket,39.0,17.8,36,-21.2,UNDER,True,0.91,91.0
q3_total,women,14453596,UBI Graz,Dbbc Graz,39.0,19.9,36,-19.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14343929,Umana Reyer Venezia,Dolomiti Energia Trento,39.0,30.2,52,-8.8,UNDER,False,-1,-100
q3_total,women,14336908,Milano Basket Stars,San Salvatore Selargius,39.0,20.2,28,-18.8,UNDER,True,0.91,91.0
q3_total,women,15408120,La Tronche Meylan,Cavigal Nice Basket,39.0,14.4,36,-24.6,UNDER,True,0.91,91.0
q3_total,women,15408119,Feytiat Basket 87,Pays Voironnais Basket Club,39.0,18.6,37,-20.4,UNDER,True,0.91,91.0
q3_total,women,15408118,USO Mondeville,Montbrison Basket,39.0,20.2,19,-18.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14024386,LWD Basket,Stella Artois Leuven Bears,39.0,27.7,37,-11.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14471098,Rytas Vilnius,Garg?d? Garg?dai SC,39.0,29.3,46,-9.7,UNDER,False,-1,-100
q3_total,women,15408117,GCO Bihorel,Monaco BA,39.0,17.7,43,-21.3,UNDER,False,-1,-100
q3_total,men_or_open,15407777,Basket Asciano,Pallacanestro Calenzano,39.0,24.1,27,-14.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15407775,Basket Scandicci,Synergy Basket Valdarno,39.0,24.6,48,-14.4,UNDER,False,-1,-100
q3_total,men_or_open,15639439,Rezlife Saints,UCU Canons,39.0,24.5,20,-14.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15407774,Montespertoli,Poggibonsi Basket,39.0,29.6,35,-9.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15612303,BC Zaporizhzhia,BC Rivne,39.0,24.1,46,-14.9,UNDER,False,-1,-100
q3_total,men_or_open,15407773,Valdelsa Basket,Basket Aretina,39.0,25.2,31,-13.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15407771,Minibasket Valbisenzio,Cerretese Basket,39.0,24.9,32,-14.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15407770,Cantini Lorano Jokers,C.S. Monteroni,39.0,30.2,38,-8.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15407769,Polisportiva Galli Basket,Lions Montemurlo,39.0,24.8,41,-14.2,UNDER,False,-1,-100
q3_total,men_or_open,15407768,Basket Sestese,Laurenziana Basket,39.0,24.3,47,-14.7,UNDER,False,-1,-100
q3_total,women,15407442,Thor Akureyri,?R Reykjav?k,39.0,15.6,37,-23.4,UNDER,True,0.91,91.0
q3_total,women,15407441,KV Reykjav?k,Fjolnir Reykjavik,39.0,17.2,42,-21.8,UNDER,False,-1,-100
q3_total,women,15407440,Selfoss,Njardvik B,39.0,17.5,24,-21.5,UNDER,True,0.91,91.0
q3_total,women,15407437,P?le France,Champagne Basket F?minin,39.0,17.2,25,-21.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15407436,KK Portoro?,KK Ipros Vrhnika,39.0,24.6,46,-14.4,UNDER,False,-1,-100
q3_total,men_or_open,15407435,KD Je?ica,KD Postojna,39.0,29.6,37,-9.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15407434,KK Voga Grosuplje,KK Hidria,39.0,25.2,47,-13.8,UNDER,False,-1,-100
q3_total,men_or_open,15407027,Castelfranco Frogs,Gea Basketball Grosseto,39.0,29.1,42,-9.9,UNDER,False,-1,-100
q3_total,men_or_open,15407025,Centro Minibasket Carrara,Juve Pontedera,39.0,23.0,25,-16.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15407019,Valdicornia,Shoemakers Monsummano,39.0,24.2,24,-14.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15407016,Polisportiva Nicola Chimenti Livorno,Lucca Sky Walkers,39.0,22.5,39,-16.5,UNDER,False,-1,-100
q3_total,men_or_open,15407013,Libertas Academy Livorno,Carrara Legends,39.0,25.8,38,-13.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15407012,Libertas Basket Lucca,Basket Calcinaia,39.0,25.0,30,-14.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15407010,Basket Donoratico,Vela Basket,39.0,25.0,30,-14.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15406201,BC Wings,BC Akhaltsikhe,39.0,39.0,49,0.0,OVER,True,0.91,91.0
q3_total,men_or_open,15406189,BK Amager,Horsholm 79ers,39.0,29.7,45,-9.3,UNDER,False,-1,-100
q3_total,men_or_open,15406188,Aabyh?j IF,BMS Herlev Wolfpack,39.0,25.8,34,-13.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15406185,Lazdij? Briedis-Piet? Megrame,Vilniaus KM,39.0,26.5,36,-12.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15405664,Prien? KKSC,Kauno ?algiris-Nordclinic,39.0,24.9,33,-14.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15405663,Vytauto Did?iojo universitetas-2,LKSK Gijos klinikos,39.0,26.0,51,-13.0,UNDER,False,-1,-100
q3_total,men_or_open,15405662,Paj?rio J?ra,Panev??io Panev??ys,39.0,34.8,38,-4.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15405660,Klaip?dos VKKM-Nept?nas,Palangos SC,39.0,24.0,40,-15.0,UNDER,False,-1,-100
q3_total,men_or_open,15405659,Var?nos Glasbee-KRS,?ven?ion?li? Rida,39.0,31.5,40,-7.5,UNDER,False,-1,-100
q3_total,men_or_open,15404914,Black Fortress,Burji Telavi,39.0,30.9,40,-8.1,UNDER,False,-1,-100
q3_total,men_or_open,15404376,KK Kvarner 2010 U17,KK Cibona U17,39.0,30.2,52,-8.8,UNDER,False,-1,-100
q3_total,men_or_open,15404375,KK Vedi Bjelovar U17,KK Bosco U17,39.0,24.6,33,-14.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15404374,KK Split U17,KK Medve??ak U17,39.0,22.4,48,-16.6,UNDER,False,-1,-100
q3_total,men_or_open,15404373,KK Cedevita Junior U17,KA Osijek U17,39.0,27.4,46,-11.6,UNDER,False,-1,-100
q3_total,men_or_open,15404372,GKK ?ibenka U17,KK Zadar U17,39.0,24.9,49,-14.1,UNDER,False,-1,-100
q3_total,men_or_open,15403700,BC Hoverla,BC Kharkivski Sokoly,39.0,24.5,29,-14.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15403698,Staryi Lutsk-Universitet,BC Cherkaski Mavpy,39.0,25.4,42,-13.6,UNDER,False,-1,-100
q3_total,men_or_open,15403635,Kauno ?algiris,Klaip?dos Nept?nas,39.0,29.3,55,-9.7,UNDER,False,-1,-100
q3_total,men_or_open,15403627,Rytas Vilnius,Paneve?io 7Bet-Lietkabelis,39.0,29.6,48,-9.4,UNDER,False,-1,-100
q3_total,men_or_open,15403231,KK Ljubljana,KK Gorica,39.0,28.1,29,-10.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15402441,CSU Brasov,CS Universitatea Craiova,39.0,24.3,34,-14.7,UNDER,True,0.91,91.0
q3_total,women,15402440,Budivelnyk Kyiv,BC Vinnytski Blyskavky,39.0,17.5,40,-21.5,UNDER,False,-1,-100
q3_total,men_or_open,15402071,Fylkir Reykjav?k,IF Hamar,39.0,41.2,39,2.2,OVER,False,-1,-100
q3_total,women,15369289,Basket Kam,ZKK MZT Bela Voda,39.0,18.2,31,-20.8,UNDER,True,0.91,91.0
q3_total,women,15369039,Kriva Palanka,ZKK Badel,39.0,18.8,31,-20.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15366264,BSA-GALP,Sampaense Basket,39.0,25.1,32,-13.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15366263,Sangalhos DC,Clube Basket Queluz,39.0,24.6,29,-14.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15366262,AD Galomar,SC Lusitania Expert,39.0,29.8,44,-9.2,UNDER,False,-1,-100
q3_total,men_or_open,15366261,Academica Efapel,SL Benfica B U23,39.0,24.6,30,-14.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15366215,Illiabum,Imortal BC U23,39.0,29.8,35,-9.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15366214,Ginasio CF,Gin?sio Pat?s Mann?,39.0,25.5,36,-13.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15366205,CAB Madeira,CD P?voa,39.0,24.1,36,-14.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15366204,Portimonense SC,Maia Basket Clube,39.0,28.1,25,-10.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15364335,KK Samobor,KK Cedevita Junior,39.0,36.1,43,-2.9,UNDER,False,-1,-100
q3_total,women,15299659,Phantoms Basket Boom,BC Namur Capitale,39.0,18.2,37,-20.8,UNDER,True,0.91,91.0
q3_total,women,15299658,House of Talents Kortrijk Spurs,Kangoeroes Mechelen,39.0,19.1,38,-19.9,UNDER,True,0.91,91.0
q3_total,women,15299657,Amon Jeugd Gentson,Liege Panthers,39.0,20.6,21,-18.4,UNDER,True,0.91,91.0
q3_total,women,15299656,CEP Ladies Charleroi,ABO LDP Donza,39.0,19.3,36,-19.7,UNDER,True,0.91,91.0
q3_total,women,15299655,Mithra Castors Braine,Basket Lummen,39.0,17.4,40,-21.6,UNDER,False,-1,-100
q3_total,men_or_open,15265194,Regatas Corrientes,Pe?arol Mar del Plata,39.0,24.6,49,-14.4,UNDER,False,-1,-100
q3_total,men_or_open,15265192,Boca Juniors,Platense,39.0,25.3,42,-13.7,UNDER,False,-1,-100
q3_total,men_or_open,15265190,San Lorenzo de Almagro,Instituto Atl?tico Central C?rdoba,39.0,26.0,31,-13.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15265189,Uni?n de Santa F?,Quimsa Santiago del Estero,39.0,27.0,44,-12.0,UNDER,False,-1,-100
q3_total,men_or_open,15204226,Cruzeiro Basquete,Rio Claro Basquete,39.0,29.7,47,-9.3,UNDER,False,-1,-100
q3_total,men_or_open,15202950,Mogi das Cruzes,S?o Jos? dos Campos,39.0,24.4,40,-14.6,UNDER,False,-1,-100
q3_total,men_or_open,15202947,Unifacisa,Pato Basquete,39.0,24.1,47,-14.9,UNDER,False,-1,-100
q3_total,men_or_open,15202946,Caxias do Sul,Basquete Osasco,39.0,24.1,45,-14.9,UNDER,False,-1,-100
q3_total,men_or_open,15202944,Flamengo,Bauru Basket,39.0,27.0,49,-12.0,UNDER,False,-1,-100
q3_total,men_or_open,15202941,R10 Score Vasco da Gama,Sesi Franca Basquete,39.0,29.6,33,-9.4,UNDER,True,0.91,91.0
q3_total,men_or_open,15202936,Club Athl?tico Paulistano,Minas T?nis Clube,39.0,27.7,50,-11.3,UNDER,False,-1,-100
q3_total,women,15196654,AZS UMCS Lublin,Islands Wichos Jelenia Gora,39.0,15.6,43,-23.4,UNDER,False,-1,-100
q3_total,men_or_open,15190295,Basket Sette Laghi Gazzada,U.S. Nervianese,39.0,29.3,35,-9.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15190294,Sansebasket Cremona,Sangiorgese Basket,39.0,25.1,26,-13.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15190292,Campus Varese,Basket Team 95 Pizzighettone,39.0,26.7,53,-12.3,UNDER,False,-1,-100
q3_total,men_or_open,15190291,MaGo Marnatese,Basketball Gallarate,39.0,29.8,32,-9.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15188136,JB Stings Curtatone,Sistema Basket Pordenone,39.0,24.6,53,-14.4,UNDER,False,-1,-100
q3_total,men_or_open,15188135,S.C. Oderzo Basket,Jadran Trieste,39.0,25.1,29,-13.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15188133,Pallacanestro Gardonese,Basket Monfalcone,39.0,25.4,43,-13.6,UNDER,False,-1,-100
q3_total,men_or_open,15188132,Montebelluna Basket,Olimpia Castello,39.0,29.6,40,-9.4,UNDER,False,-1,-100
q3_total,men_or_open,15188131,Basket Iseo,Virtus Padova Basket,39.0,24.9,46,-14.1,UNDER,False,-1,-100
q3_total,men_or_open,15188130,Dinamo Gorizia,Playbasket Carr?,39.0,26.1,46,-12.9,UNDER,False,-1,-100
q3_total,men_or_open,15188124,Bmr Basket 2000 Reggio Emilia,Romano Lombardo Basket,39.0,27.7,41,-11.3,UNDER,False,-1,-100
q3_total,men_or_open,15180623,Pelita Jaya Bakrie Jakarta,Borneo Hornbills,39.0,24.6,48,-14.4,UNDER,False,-1,-100
q3_total,men_or_open,15180622,Tangerang Hawks Basketball Club,Rajawali Medan,39.0,25.3,39,-13.7,UNDER,False,-1,-100
q3_total,men_or_open,15180621,Dewa United Basketball Surabaya,Satria Muda Pertamina Jakarta,39.0,29.1,46,-9.9,UNDER,False,-1,-100
q3_total,men_or_open,15180620,Tangerang Hawks Basketball Club,Rans Simba Bogor,39.0,39.0,47,0.0,OVER,True,0.91,91.0
q3_total,men_or_open,15158539,CUS Firenze Basket,Folgore Fucecchio,39.0,25.2,38,-13.8,UNDER,True,0.91,91.0
q3_total,men_or_open,15158536,Pallacanestro Agliana 2000,Sancat Firenze Basket,39.0,25.5,29,-13.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15158532,Prato Dragons,Fides Montevarchi,39.0,28.7,30,-10.3,UNDER,True,0.91,91.0
q3_total,men_or_open,15158525,Virtus Certaldo,Basket Valdisieve,39.0,24.9,28,-14.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15158521,San Vincenzo Basket,US Livorno Basket,39.0,25.5,53,-13.5,UNDER,False,-1,-100
q3_total,men_or_open,15158519,Don Bosco Livorno,Bottegone 2001 Basket,39.0,28.9,35,-10.1,UNDER,True,0.91,91.0
q3_total,men_or_open,15158516,Pino Dragons Firenze,ABC Castelfiorentino,39.0,28.0,34,-11.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15158513,Dukes Sansepolcro,Union Basket Prato,39.0,24.5,44,-14.5,UNDER,False,-1,-100
q3_total,men_or_open,15118238,ALBA Berlin,EWE Baskets Oldenburg,39.0,27.3,48,-11.7,UNDER,False,-1,-100
q3_total,men_or_open,15118237,Bayern M?nchen,Bamberg Baskets,39.0,24.8,37,-14.2,UNDER,True,0.91,91.0
q3_total,men_or_open,15113624,Col?n de Santa Fe,Amancay de la Rioja,39.0,29.3,46,-9.7,UNDER,False,-1,-100
q3_total,men_or_open,15113623,Barrio Parque,Santa Paula de G?lvez,39.0,25.4,28,-13.6,UNDER,True,0.91,91.0
q3_total,men_or_open,15113622,Deportivo Rivadavia Mendoza,Jujuy B?squet,39.0,24.1,32,-14.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15113621,Gimnasia y Esgrima de La Plata,Villa Mitre de Bah?a Blanca,39.0,29.4,45,-9.6,UNDER,False,-1,-100
q3_total,men_or_open,15113620,Ciclista Juninense,Deportivo Norte de Armstrong,39.0,25.0,35,-14.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15113619,Quilmes Mar Del Plata,Alianza Viedma,39.0,23.0,37,-16.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15113617,Centenario de Venado Tuerto,PFC B?squet,39.0,30.6,42,-8.4,UNDER,False,-1,-100
q3_total,men_or_open,15113616,La Uni?n Col?n Entre R?os,El Talar y Anexo B?squet,39.0,29.3,30,-9.7,UNDER,True,0.91,91.0
q3_total,women,15110203,Rose BC,Laces BC,39.0,17.2,31,-21.8,UNDER,True,0.91,91.0
q3_total,women,15110202,Hive BC,Phantom BC,39.0,16.6,42,-22.4,UNDER,False,-1,-100
q3_total,women,15110201,Mist BC,Lunar Owls BC,39.0,13.8,46,-25.2,UNDER,False,-1,-100
q3_total,women,15110200,Breeze BC,Vinyl BC,39.0,17.1,38,-21.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15102674,Olympia Rutigliano,A.G.S.D. Toritto,39.0,24.3,26,-14.7,UNDER,True,0.91,91.0
q3_total,men_or_open,15017360,Adria Bari,EPC Action Now Monopoli,39.0,24.6,48,-14.4,UNDER,False,-1,-100
q3_total,men_or_open,15017359,Valentino Basket Castellaneta,Svincolati Milazzo,39.0,24.5,37,-14.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15017358,Pallacanestro Virtus Molfetta,Virtus Matera,39.0,26.1,33,-12.9,UNDER,True,0.91,91.0
q3_total,men_or_open,15017357,Mola New Basket 2012,Adriatica Industriale Basket Corato,39.0,29.7,51,-9.3,UNDER,False,-1,-100
q3_total,men_or_open,15017356,Barcellona Basket 4.0,Virtus Kleb Ragusa,39.0,24.6,45,-14.4,UNDER,False,-1,-100
q3_total,men_or_open,15017355,Dinamo Brindisi,Basket School Messina,39.0,26.0,40,-13.0,UNDER,False,-1,-100
q3_total,men_or_open,15017354,Basket Academy Catanzaro,Bim Bum Rende,39.0,29.0,34,-10.0,UNDER,True,0.91,91.0
q3_total,men_or_open,15014510,HKK Ljubu?ki,HKK ?apljina,39.0,29.1,42,-9.9,UNDER,False,-1,-100
q3_total,men_or_open,15014509,HKK Tomislav Tomislavgrad,HKK Grude,39.0,24.5,32,-14.5,UNDER,True,0.91,91.0
q3_total,men_or_open,15014508,HKK Mostar,HKK Rama,39.0,29.6,53,-9.4,UNDER,False,-1,-100
q3_total,men_or_open,15014507,HKK ?iroki II,KK Posu?je,39.0,25.0,34,-14.0,UNDER,True,0.91,91.0
q3_total,women,14999699,LSU Tigers,Missouri Tigers,39.0,19.2,46,-19.8,UNDER,False,-1,-100
q3_total,women,14999697,Vanderbilt Commodores,Kentucky Wildcats,39.0,17.9,36,-21.1,UNDER,True,0.91,91.0
q3_total,women,14999695,Texas Longhorns,Mississippi State Lady Bulldogs,39.0,21.1,38,-17.9,UNDER,True,0.91,91.0
q3_total,women,14999694,Oklahoma Sooners,Tennessee Lady Volunteers,39.0,18.7,43,-20.3,UNDER,False,-1,-100
q3_total,women,14999693,South Carolina Gamecocks,Ole Miss Rebels,39.0,22.6,34,-16.4,UNDER,True,0.91,91.0
q3_total,women,14999692,Florida Gators,Alabama Crimson Tide,39.0,21.9,42,-17.1,UNDER,False,-1,-100
q3_total,men_or_open,14966385,Jedinstvo Bijelo Polje 2,Okk Balkanski Ris Plav,39.0,24.6,33,-14.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14949699,Air Basket Termoli,Valdiceppo Basket,39.0,25.5,36,-13.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14949694,Basket Gualdo,Vasto Basket,39.0,28.0,39,-11.0,UNDER,False,-1,-100
q3_total,men_or_open,14949687,Goldengas Pallacanestro Senigallia,Attila Porto Recanati,39.0,25.2,32,-13.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14949686,Virtus Basket Civitanova Marche,Canusium Basket,39.0,26.5,34,-12.5,UNDER,True,0.91,91.0
q3_total,men_or_open,14949685,Pallacanestro Recanati,Bramante Pesaro,39.0,24.6,34,-14.4,UNDER,True,0.91,91.0
q3_total,men_or_open,14949684,Unibasket Amatori Pescara,Lions Bisceglie,39.0,24.7,42,-14.3,UNDER,False,-1,-100
q3_total,men_or_open,14949683,Vigor Matelica,Pallacanestro Jesi,39.0,26.0,27,-13.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14883783,Cestistica Benevento,Tiber Roma,39.0,30.3,30,-8.7,UNDER,True,0.91,91.0
q3_total,men_or_open,14883782,Pallacanestro Antoniana,Nuovo Basket Aquilano,39.0,28.1,38,-10.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14883781,Stella Ebk Roma,Stella Azzurra Viterbo,39.0,27.8,27,-11.2,UNDER,True,0.91,91.0
q3_total,men_or_open,14883779,Pallacanestro Sennori,Angri Pallacanestro,39.0,25.5,51,-13.5,UNDER,False,-1,-100
q3_total,men_or_open,14826224,Kataja Basket Talents,BC Nokia,39.0,28.1,58,-10.9,UNDER,False,-1,-100
q3_total,men_or_open,14796808,Basketball Club Lucca,Don Bosco Crocetta,39.0,28.2,35,-10.8,UNDER,True,0.91,91.0
q3_total,men_or_open,14796805,Scuola Basket Arezzo,Spezia,39.0,28.9,32,-10.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14796803,Junior Casale Monferrato,Basket Cecina,39.0,26.0,38,-13.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14796800,Virtus Siena,Mens Sana Siena,39.0,29.7,42,-9.3,UNDER,False,-1,-100
q3_total,men_or_open,14796789,USE Basket Empoli,Costone,39.0,24.7,26,-14.3,UNDER,True,0.91,91.0
q3_total,men_or_open,14796785,GranTorino Basketball Draft,College Borgomanero,39.0,36.1,42,-2.9,UNDER,False,-1,-100
q3_total,men_or_open,14796782,Seagulls Genova,Etrusca San Miniato,39.0,24.0,38,-15.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14791984,Spanish Basketball Academy,Cb Zaragoza,39.0,29.6,34,-9.4,UNDER,True,0.91,91.0
q3_total,women,14782540,Princeton Tigers,Brown Bears,39.0,22.7,30,-16.3,UNDER,True,0.91,91.0
q3_total,women,14773095,Army Black Knights,Navy Midshipmen,39.0,22.7,34,-16.3,UNDER,True,0.91,91.0
q3_total,women,14757393,TCU Horned Frogs,Iowa State Cyclones,39.0,20.4,33,-18.6,UNDER,True,0.91,91.0
q3_total,women,14757392,West Virginia Mountaineers,Oklahoma State Cowgirls,39.0,20.4,18,-18.6,UNDER,True,0.91,91.0
q3_total,women,14757389,Colorado Buffaloes,Texas Tech Red Raiders,39.0,20.8,35,-18.2,UNDER,True,0.91,91.0
q3_total,women,14757387,Baylor Bears,Arizona Wildcats,39.0,22.4,33,-16.6,UNDER,True,0.91,91.0
q3_total,women,14757248,Connecticut Huskies,Providence Friars,39.0,22.5,37,-16.5,UNDER,True,0.91,91.0
q3_total,women,14756948,Ohio State Buckeyes,USC Trojans,39.0,19.8,52,-19.2,UNDER,False,-1,-100
q3_total,women,14756947,UCLA Bruins,Wisconsin Badgers,39.0,20.8,44,-18.2,UNDER,False,-1,-100
q3_total,women,14756946,Maryland Terrapins,Purdue Boilermakers,39.0,19.6,42,-19.4,UNDER,False,-1,-100
q3_total,women,14756945,Washington Huskies,Nebraska Cornhuskers,39.0,22.5,31,-16.5,UNDER,True,0.91,91.0
q3_total,women,14756944,Iowa Hawkeyes,Michigan Wolverines,39.0,23.3,30,-15.7,UNDER,True,0.91,91.0
q3_total,women,14756943,Minnesota Golden Gophers,Michigan State Spartans,39.0,20.7,37,-18.3,UNDER,True,0.91,91.0
q3_total,women,14735581,?KK RMU Banovi?i,?KK Play Off Meridianbet Sarajevo,39.0,16.9,46,-22.1,UNDER,False,-1,-100
q3_total,women,14735580,?KK Leotar 03 Trebinje,?KK  Mladi Kraji?nik Banja Luka,39.0,17.6,51,-21.4,UNDER,False,-1,-100
q3_total,women,14735579,?elik BH Telecom,KK Zenica,39.0,17.1,28,-21.9,UNDER,True,0.91,91.0
q3_total,women,14735578,ZKK Igman,KK Orlovi,39.0,17.6,26,-21.4,UNDER,True,0.91,91.0
q3_total,women,14735577,?KK Jedinstvo Tuzla,KK Jumper Taurus,39.0,18.7,19,-20.3,UNDER,True,0.91,91.0
q3_total,women,14735576,?KK Konjic,KK Lavovi Br?ko,39.0,17.6,43,-21.4,UNDER,False,-1,-100
q3_total,men_or_open,14733874,KK Kumanovo,MZT Skopje Aerodrom,39.0,24.1,33,-14.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14733873,KK Gostivar,KK Rabotnicki AD Skopje,39.0,25.0,36,-14.0,UNDER,True,0.91,91.0
q3_total,men_or_open,14733871,KK Feni Industries Kavadarci,KK Madzari,39.0,25.9,51,-13.1,UNDER,False,-1,-100
q3_total,men_or_open,14733870,KK Kozuv,Cair 2030 Skopje,39.0,26.6,46,-12.4,UNDER,False,-1,-100
q3_total,men_or_open,14733869,KK TFT Skopje,Feniks 2010,39.0,25.2,40,-13.8,UNDER,False,-1,-100
q3_total,men_or_open,14731157,KB Sigal Prishtina,KB Trep?a,39.0,29.7,39,-9.3,UNDER,False,-1,-100
q3_total,men_or_open,14731156,KB Bora,KB Bashkimi,39.0,25.5,40,-13.5,UNDER,False,-1,-100
q3_total,men_or_open,14715555,Chelbasket Chelyabinsk,Dynamo Ufa,39.0,27.1,29,-11.9,UNDER,True,0.91,91.0
q3_total,men_or_open,14715554,Metallurg Magnitogorsk,Universitet-Ugra Surgut,39.0,24.4,39,-14.6,UNDER,False,-1,-100
q3_total,men_or_open,14715553,CSKA-2 Moscow,Barnaul Altay Kray,39.0,29.6,46,-9.4,UNDER,False,-1,-100
q3_total,men_or_open,14715551,BC Tambov,BC Novosibirsk,39.0,24.6,39,-14.4,UNDER,False,-1,-100
q3_total,men_or_open,14670961,Siaz Basket,UCC Assigeco Piacenza,39.0,24.1,34,-14.9,UNDER,True,0.91,91.0
q3_total,women,14640941,Ostersund Basket,S?dert?lje BBK,39.0,17.1,29,-21.9,UNDER,True,0.91,91.0
q3_total,women,14640940,Hogsbo Basket,Visby Ladies,39.0,16.9,34,-22.1,UNDER,True,0.91,91.0
q3_total,women,14640938,Alvik BBK,Norrk?ping Dolphins,39.0,17.8,43,-21.2,UNDER,False,-1,-100
q3_total,women,14640937,Rig Lulea,AIK Basket,39.0,17.2,43,-21.8,UNDER,False,-1,-100
q3_total,women,14640936,Brahe Basket,Malbas Basketbollklubb,39.0,18.9,27,-20.1,UNDER,True,0.91,91.0
q3_total,men_or_open,14635791,Stockton Kings,Oklahoma City Blue,39.0,44.9,63,5.9,OVER,True,0.91,91.0
